VotePubkey,VoteCredits,ActivatedStake,Commission,Reward
9jJNuZE4EHTrz8xiTzmDGjJnCn5dGmruCyUwG1vgdHZR,361038,62147.34,7,2.19
BYNXBFkB89FoRCJ4VxFE9Tfde3anECjZjasTP8qSYQUi,360258,62931.56,7,2.15
GPjDwfsmy8A8ZpPHB4uTwZQhPnbA3mRQeRsY58uXqeDy,360662,48022.15,7,1.71
FXbkkbLWH4PxSK8t1JmKAHn4pEvGsCFyMT7pfgwm62us,360966,51060.74,7,1.8
LZrqGh6cErfu2PdTUgPEzzuxKYynKD1dTkDGVbPLtDc,360779,57893.96,7,2.02
HXAepTnchdti3ogS88CGTiAFKrxrDt8gfiFA9KeVZBh2,360241,38372.9,7,1.22
9rQxLv247GeCxmmfESBMSygX6fBxzniKec4kv35Gx4J6,360804,34110.08,7,1.08
88KvxpFUnahtg4GCuRayvoyysboHp8j1P38EqgjjdB4r,360591,55397.67,7,1.91
AZUYzQX7nrbN1iE25YsSCSZAywZcyr1C1anMnwZtaqX9,360958,50934.46,7,1.75
7okgo2YWz8fgNLAHSmAFwqPF59GMq9QuTSFSzPkkVcq7,361128,8328.17,0,0.0
HAK7iPgQTFwqEzPfVrRDbG5epFdk1dsA9qQexytsDoes,360728,34619.28,0,0.0
DnaCXAENhmfCXyg16gaic2gM959hbxNNgUs9g99JaMdo,360993,9316.6,100,5.2
8xihirHNzLTCGtEyRTH77q7WzAWE8yxtD1ciQJ5j3HQX,360821,34269.23,7,1.08
CiTYUYPAPHdcri5yEfsmqVcs54J6j8X1QaiFLgYqMVe,360856,187897.82,5,4.46
Ez5oqa7UBJosiUZ3YbXsjGfnZAdcGE7awrkRmcCWY3yB,360423,51857.18,7,1.86
vahVByZszdHguLa7U7GLz8UdUFN85mcwdkefiqVjtGt,361072,228510.65,0,0.0
FD1S7VFjDhWXwq5hnFpmAMqnt8cadQf9o3pNzr3ETJTZ,360980,60688.02,7,2.02
7wqiBhRVEkbV3A8LbR9W1eNb5s27CBwoRCVro1okB6ew,360975,227312.59,0,0.0
GQ8DSRSNCFGEdCEwc6em1ma18qSPc5cXCSDnSPSznWBP,360542,57406.81,0,0.0
H1kyn75BFTXr8QRmToRRvuEEmYan5n6M5APyfhMLau3b,360820,49081.68,7,1.79
APLFy3sMEaUVXfoUVKLVSqPyWsgKens5iS3JCWjWUtVX,360689,38285.64,7,1.22
NDhC4NhBhBweYsmMxpSLci49RFpFuz6dD7bXLzY8bSX,360709,52435.2,7,1.84
HprbPTS27zWQMqfqvuTCMCnAwmMSqXMjCaMa3HxpEMsg,360871,8066.5,100,4.29
3Ty8DYNBkK237zPvACti83EJYGxDcMcoDMCou5r3eV5Q,360909,3096245.52,10,140.7
7PHy8rXJtkfkgpsHVtSiiX3StdwD4MG2VdhoeciLzaHv,360697,55955.44,7,1.91
FHkm7gi1thc9aYvvBcU8VErFH9NoVRCRZ6r9NGoQhokR,360530,7388.67,100,3.98
9fQPHLhdbxiVCM8y5vNShMheCsQtk4Qp44qSSE45BSBm,361042,34104.12,7,1.07
DQ7D6ZRtKbBSxCcAunEkoTzQhCBKLPdzTjPRRnM6wo1f,360197,1339027.6,7,42.57
3Qvmhayko5Yn3sSXDsHsMzS8QjdU4CshQF2y6L276kgi,360915,47761.54,7,1.67
9cKVaFggtMmcH4B398iTiCRMhhMuvzBnM7xMpMLSFuik,361026,8260.85,100,4.83
FGtsnE1HB4bBi6g4xAt5mvWtuC3qBPWPBgWVrnRmUiVH,360457,43707.44,7,1.38
DU7Xi2JhP5UFUZaLgPkne2VkQueJdts7YosdHyYcJ7bE,361010,45166.51,7,1.46
4BwKbV3ViY9huwhxRrbYWC5GgRUCwEe9k1YpFqFC7kQa,360981,37831.97,7,1.19
ouLzBTp7vqzT1mhjtg1TpYHwACJpeB5akRC1zDVdg1N,360850,8345.53,100,4.61
jVYhgtviF8DjxGQp3JYS6YZXoXA2LontoxK9cqQmjq3,359745,47596.71,7,1.67
EXrWdDxFaE3Sfsbh3TV5ToGhMqu53xrmeoVdvn467jUH,360875,230031.74,0,0.0
9R4Qp6vJw6W8qEmXsfkfH4tP1PCCKkBbYQhdLU2CAY7o,331855,10725.88,100,5.26
3TZAkZtKuQe1B3wffyke6WNy9Z7cLVY9xhR3qT1hVEqv,361046,39585.32,5,0.89
4MpRU9fDDSQNNTeb4v5DPZZTKupYancGksH679AKLBnt,360336,49367.26,5,1.21
7bshVP74UGL7gn6CTEztizxKsZrcmwPmB4rT1tVbU3vH,360893,38461.97,7,1.23
6sHtpsxU8KPY5cd6EbutSBUGaXnwu8r3voM3kgjSKoW9,360588,51403.8,7,1.79
AVWnWgnS1ysX7ymBbQ9pMdWnt2hpweWGYekHRM8mxpQy,360012,51038.58,7,1.81
DTwEEF6VSrmTBYkDcj3BKAc52qhvP8CEQUEAMMT1cG3,360721,84502.44,0,0.0
C7QN8QByBuW2fbGBhSvxYUkBHZ1UUm7uGdWREiexuKMf,360635,9608.63,100,5.16
LodezVTbz3v5GK6oULfWNFfcs7D4rtMZQkmRjnh65gq,360873,295451.69,1,1.38
5RBfeGBGQRRTvmoDrzuzgz72qR6YFUknT91Xfra2LRL9,351339,38384.34,7,1.2
E5sX5xLsupKowpCmSwiBRgPvhUGeKKPGHDRYbpU7rzXE,361057,48830.94,7,1.7
45Rybt3VGxcu6jbSF6KgjbPk4vzGDc4unPWoiC6dP4mk,360609,8757.14,100,4.35
DKnZkpsqtS4kpFP5zWudrg8w9eCUHixJ2QCRtwwxh8Me,360771,50786.07,7,1.76
3w5guZWHiP1A1gSnhksgtTXejAYUnTQqWvXWd9BfSdUL,360794,51853.9,7,1.81
3614D3JSpMS1R9PELGLfTGGWaHGiUJKfBqxgKyGGP6pK,361098,35609.17,7,1.13
AUTnPgB8m6qsctP9RRAcmnVrLSpZbBYB8nQAzYUN5j8q,361028,49254.7,7,1.78
AJeVAZafCgFZSbXTLNsGvih1QWUjnshCVR9ymL58vD1t,360810,8013.26,100,4.64
DgXagy9ggXCXjxZiH2D8M5HZDaUvERAE6Lh3jSNCMLZ6,360896,49259.52,7,1.6
2oxQJ1qpgUZU9JU84BHaoM1GzHkYfRDgDQY9dpH5mgGn,360923,54892.09,7,1.9
1gqv7KGm888nQXsJoNFwGaDkNERUBztuekjzK3J3T7a,360116,100337.13,7,3.29
8KokPGKTfneh2YZtd7iFMqnAsdoErKRmLTFrtHmTGUsB,360496,51557.28,7,1.82
8drPe3FbV8SjsU8S415vtjarTnW9XR9TGaXbhAdWRUWp,351063,108.77,7,1.07
8RDsLp5kLZEt2swpKne8JuZAN6PFRX1ak29Hci2DT1Xa,360998,79833.28,4,1.45
Y3JVETZQq3Be8zwKAassXVHnz23xt4V7MRFEsNPYyh8,361102,51333.64,0,0.0
EcjtYtuxBuupjeyXNdttATwoQoNL5Ck7bmrqDCj3ALT4,360835,169805.14,7,5.55
6csfbzZEnk7kGJRy7Xg4cgAuRdFCUdrjckzRnnY1Qj55,360462,52442.01,7,1.87
P4f3F3VfMhKvpGQXg2MuvLfWmZui41gvcH9XKtYDiFX,360713,163406.38,0,0.0
8cKzJdvB1imSKAg1SeY6yMmNDgVkxhtqMcuZgiyWQTmx,359928,7756.08,7,1.74
3YdhWTVMJ1SrouL2ym5LVmj3pYc6EYAwnXwguvccCACp,339923,11670.46,100,5.6
Asns2MR4Su8domaswW1qnMcBBbzcW1SfJurPweKXgvd9,356042,53755.94,7,1.89
F5b1wSUtpaYDnpjLQonCZC7iyFvizLcNqTactZbwSEXK,360774,2841362.37,0,0.0
3UmhLuNdgE2NYDSfXmbu5DhPRxWUK8JwiRcG6tXV4JGc,361488,212835.04,0,0.0
Aq9DBA3EtBRU19Vk1NKBCEReRaZNv9eSR2VexgbZteu3,360943,51349.6,7,1.78
3tQ1A2fmtwSN1hbTAHb42MJaDbp3ebZm4vSXpwoqUZ2r,136633,1.5,100,0.0
H7v2FWKJJ2mPd1uof34QktfmxmdZxDH8Pk1YchoeyMXX,360625,41403.22,7,1.35
BARLL1NvF3jPHQ3zb82q1v5m6uewcpkgRBYVNufQMWjo,361144,89712.8,5,2.03
4LhqjPqhFMdXPMPN3B7raXVmd8zCKdEddRcrFuRf46Y9,360532,55622.14,7,1.89
DbPzQgfrGvNG6i5sYtQ3mGSKpGmbQfpqWHq5D7PCHwnq,361101,53775.8,0,1.88
9StaT8sPVEhksJcsAmekzy9mGvfiNHR4dx96Tk1gN19e,360807,48256.2,7,1.68
6K5veuKeVeXXnJQVm9NPytNX3ZAbUoGWePyC83ymRUCh,361017,39708.81,7,1.29
VNbW721iu6uVkrx246N2BiQth8u4b4SCPJwH3JvUovD,362030,60791.83,7,2.08
G8fLwPKzRD8HtStVtos65Cmiy6Jjs8Y4dNFRFcdSUhVj,360416,2383.02,8,0.08
DD74C776HxSr7rzBhoawFqGf2NBbxurBXkjPU1oTkNJm,360697,50367.62,7,1.83
HuoKCk1cRQ3NZyh6q6SkfTo1prQjqvWP36PzgXpj2koF,361214,52448.79,7,1.86
6oKqaVoS6o8hHSzP8uFp7E7C6c9i7hfznvSb5noBQAFT,360757,51752.84,7,1.89
CCknLtNpJWNzq2cBrwqYxXR9oguZmaXtoMQQQDCec2xY,361057,14710.01,5,1.59
9f6sqJ9JvWm2eMC4D2bTRqjkkrzYQ8bzoUJvffmkkKL9,360816,52954.36,0,1.78
6SQJfKXxqacQpYmCNtqvabV6kfHrPGqXm9q2iH7zsied,360948,83815.62,7,2.75
F1uC4BM1KbAHfpcJALXcZNvuxqbrYkC3Mt5ka8tcf5Hj,360852,42218.34,7,1.33
6559KMdiUseNSAkRcK9WcFcNTppoj6jWtKVedpMkBYCn,359916,184763.63,5,4.43
6tgtejPHUHR1pECzXqQT8EHZqnKCWZFSqdZXDyBaKe3b,360747,298176.09,100,135.6
77hUX7gpQov27qQTBDyJKJXNwm7apatfhEdsStC3YUb8,357287,105550.09,0,0.0
G7vraB2xC1yMLp7X451Wof4DyEqsWzSXXtTKdRJb91k6,360816,52244.78,7,1.77
5iJDEVRi1nMLwKAWhYbEokZnvBAe15rgFaHGkggVEP9z,361093,313057.51,0,0.0
8H3j8HpuVdYcNxV7PNZU7egWe89HKEs8i8qVAFHzzvH7,359212,4760.05,100,2.16
ERut3CwqVeoa616QBaoHc5jL52RpkXjZZZ7MeaMaCtLi,360426,1941582.9,8,70.49
8BbpzqTUCUa4oR71AMgcBiTQvd6Gta3xJHCG4xK9mKBp,361564,99769.95,7,3.34
DdCNGDpP7qMgoAy6paFzhhak2EeyCZcgjH7ak5u5v28m,360720,3953994.25,5,96.65
GBj57rgnT8gvFdU7awQ1u4toKxMGcHGHp6VVRXz34qyV,360776,36783.06,0,1.16
52HBJgFBWwMSk6maAqMshgc1iniQKrRiTgXsQCCT66XA,361348,10244.64,100,5.0
FmDA6Ti6YXd2Bb8SwfqPsGHBB4KPLP5JfH2Jj47v2PFQ,360967,50212.69,7,1.87
5TkFPZf79rezPXzCTP6DjH4NLb7Hw3jRsAme1fv431oz,360973,44939.72,7,1.41
8B2Z2R8dRvqFcXuLBwinu3Jq7HQidCaJCnDuRRqeJLC1,386848,38092.93,0,0.0
3LAzTH2Fbsza2wbnKgrDcQKdaQRshQkb4w4vk12E5KH2,360882,9080.8,7,0.32
9oNSYHVuPFYSVRBUN1nRW3Hoz58XGH957etGuQ1pWAmG,360824,55705.82,7,1.9
F6VjFm73ooiStNbFod987ZngYugMimtSqCnnTG8qWSug,359928,52733.13,7,1.81
C39fihRE31bz8KvhN8SDRkLwekcRg9W6V8PieTDYjd2d,109420,1.5,100,0.0
GV2i2sTn835Ktvkvq3ANLxbujPjfMCnzKjiH3JWUYDix,360528,38291.06,7,1.24
4PsiLMyoUQ7QRn1FFiFCvej4hsUTFzfvJnyN4bj1tmSN,360782,547929.71,5,12.49
CVKBDZBgHYimyaznSwmFR55U5jEjm3dDh7UyiYyhTbzt,360866,8159.43,100,4.54
3xjfK9C9YNcta8MvK1US4sQ3bc6DEjoJoR3qLExGf9xE,360551,158666.27,0,0.0
ENgz7pUHjWqHAd2f7QNLDvgKcymvdhNZR7tJZubrxfSV,186382,1254.37,7,0.02
ADYZmUgm49MeEotqzz59eVtoeNKBv5d4jRn8xjvR2uj3,360358,52748.79,7,1.87
GkvRidefgyGFpEfNqdnfXMX3PgAWkGPdSDhKNKgRn6jU,358882,7173.06,100,3.72
AsiGmWgxcbZm3FdbYHJ241pqt7r5FjUndATazYeJ871w,360986,53628.59,7,1.85
Ha5QeKj9o3u1116qohTcSqEhPRJgUUKSLxS1n5Phgq85,360578,142557.29,7,4.84
EbWmbjxUrq8uifB4gCJLaxv7joYmsXL4qVpX26xYMFBh,360932,51315.16,7,1.77
GRwN4roN4FyKTPtHP8dTaJgQXaGWwLYWZGHDqYMTMMNv,360963,7388.87,100,3.56
BX7MLgYCYkZtnTTjccyJDMdD4ycr6D4cFMgaXfkbT8Vc,360826,49276.1,7,1.73
9R8ssXug5aeemHc175Kenn35f8DSEXWPis5G8cpqCMiJ,360780,30556.54,100,13.9
FhBAYPKiJbo9ZxmKhTxtuKtL7hLzSRsb7R4mkRn2W3kQ,337531,3463.39,100,2.1
SFund7s2YPS7iCu7W2TobbuQEpVEAv9ZU7zHKiN1Gow,359047,31738.76,7,2.12
9svtcpqoFv4JMvaFg6fDTw5nFsFQM2Kd2X5HaSZsoYE6,354127,7389.47,100,4.06
D7WodK26tETSqyWBW35vvMGfige9afLEyTsm1Pvvropd,360315,80659.62,1,0.39
EtGWDbP7342Mo2PnG6MYUP1rL8v69ycn1FRnRTB1BLU3,360528,51968.24,7,1.77
SzNm2zDpK3eJmSYR21pRaQ5b4wQ37ecds6det5YCZFP,356064,28820.83,0,0.0
71mmEPyitXLyMeZBTd2YU6NahVSYwgJaK2DRMHvb4HUC,355262,52021.94,7,1.73
GiXx1mwSR44Tz96CaDqoadzAhZgZv7e3yZshqUwiEwwh,360864,34326.52,0,0.0
BQ8kUgoPwZ1HZKWPFKozv6dcXcmGrvbG8TCXZZXnjSJL,360703,49610.56,0,0.0
XzMLju7T6BSSngmsPogeuryd6uswiimkPU87gB2chho,360695,3861027.84,8,146.54
5wKEXCpAg2YhrCCY6RRU7j54hbigf3vVVMeTkepQc92q,360889,8505.02,100,0.33
Eajfs6oXGGkvjYsxkQZZJcDCLLkUajaHizfgg2xTsqyd,360924,346363.94,0,0.0
CPnLQCxoH4JdoqU7oEq5dyB49KWFGUuKn9dBvyJ5Fuot,360833,53536.64,7,1.88
GrtCNjHDd9dFwJ2HVCR26rKBfvDXHav6wkDZT8F5d4E2,359667,52545.06,7,1.85
8c15zdteBtxxcffHsegtppNK9eG9JPye9gL4kCppZmKr,359911,48732.16,7,1.72
Agsu9fcnH3rKBix59mktDRqJhjR8aStgLDd9njaddcdr,360908,49673.62,7,1.78
7EehNwMoKCwFULMYDcNxv991pVdtBALKR9DSXnN8DJE3,360918,35274.45,7,1.12
8nJRto45oS8fqqmdFMsm6rJ96rZewKanr1V9NetCF3on,360726,35751.86,7,1.13
8BMMDVM8Tb88a2Hx1VSZ1TKmH1rMHbVU7xVafMk9JrEW,360023,1875000.95,100,850.99
XW5163eazG97Y2zndg2ZsaU2uBU2jgshdMDVvvZPp7J,360968,8044.76,100,0.3
2naPB8XC4FWp4er8M2nxDsphXHEyQH2CSQMFaSHxWWd8,354300,7363.85,10,0.41
9kpfEBGm2HcM414yEFq7Hp86Y9hkTPoWbqv1SE4BsR43,360777,34311.91,7,1.08
5yRVhTi64LAPM9P51NbKpEBcXx1BDCiMU6HHhdcZrPmv,358212,34291.37,7,1.08
eRuZHEsLgULocRrgw5PsuDEjWR1SrkC4aES8QsiHhF5,342650,15030.03,100,6.49
GvZEwtCHZ7YtCkQCaLRVEXsyVvQkRDhJhQgB6akPme1e,355626,3232965.27,0,0.0
BohPTSY4vvjGd9ARFqDJjRaHZKP4bde7ewBq65WgRGmA,360695,137325.65,5,3.29
74UYnazXV25u3SCTsx6AHfPak8nennsxYTMhaeHbvuE6,360786,95278.47,0,0.0
8Pep3GmYiijRALqrMKpez92cxvF4YPTzoZg83uXh14pW,387036,3572164.43,0,0.0
5kAKXkZyBpAncEyYxGcn2peRkkCMZh6ZrhopWQXq78Pe,360246,37218.4,7,1.16
2uXoWb4tuNZ72wAdQDfGn42PzRQ2kZD2x6ZDt3urwPrv,360241,35767.73,7,1.12
QUD1J6B4NWLLzt7JmUuq21sNM1tBeCJRJAcks8b9SYa,357817,21499.02,7,0.35
HWeDLvzf8PhbYCuNFXB9E3fiCaz8RCtHW8b52iPAboCJ,360861,142934.5,0,0.0
BmCLQofhV75owwSAbhZhvQtRRcCaftKUwNfnGBv41QEg,359960,34403.33,7,1.09
9YnFDKcGCNUk92n8QgL5f4u34Twzp5qqik5aMRtVdC9N,360965,35909.27,0,0.0
51s4xvZyufE2woF2BJyovnuN9JLtmzd6rb1r5JAYaxzd,361064,49504.53,7,1.8
R1vAoSPFQdCc6wsAEMtxWXjqptSeN1YUiq2Zni1of21,358333,328056.6,0,0.0
4K4qpgksvHbKnk8mpMNncHxihMN1ayidQ8odqJKaN7mH,359103,160665.14,7,5.34
xZdM99vCZe8ErpVJ4PRDCqneAgnFu96ZbfnZ98GFFGW,360618,8288.83,100,4.39
F9PZNSEtgbqmgsa4mkgkAuLFYQ8nHzn1UqubJQiLkBn3,360881,55310.6,7,1.91
6RcfQCJDeVjmnhjguDDBHPzjj3sYQ5cksPnWadhuJQD7,327427,7001.48,7,1.13
7xSQKGWBwASNFVzBHyJnS1Vivhu5Ha6m14RfkToYPEyx,361028,6659.58,100,3.53
467Bg8FwFFq5jqebWPnMQtdDRjpmHUqvCWBW1zYVMzHg,360964,58191.71,7,1.95
8guXF5HQVU4g71ZCnn6aEJxQyb59NaEc4XCGjF5arsiH,361073,175701.45,0,0.0
G9Bo258C5jjmMHv77SY6SxEfjuxQfE2eS3wdw6vWu7zc,360875,7464.05,10,0.42
DsUdRakvTvtDQqqWyN8vzTJURjAJ23rakfJoxGgqS2DH,360714,5055.08,100,2.63
GFK84uv9cr1d6KnkPERSEYagTvpLKTuwa8W9adx1qMg6,360153,46002.69,7,1.47
CvSb7wdQAFpHuSpTYTJnX5SYH4hCfQ9VuGnqrKaKwycB,360938,9838982.78,5,3.9
6ZDsQFqdBNmcLho9KLv4M3ggzHxAh8G1EdR6DCjajPvK,337784,10144.57,7,1.24
HJn9tYQq6axQgsMewSDr6fNcGYnWdSdRF1yNno6pB439,360944,4560.85,100,2.25
4XRkaMPQnpAncWVZxAw1NfiqGiAX7oa4Ccg8mTD1JMn3,360554,50322.73,7,1.76
sRMFc8dQFS5QU8j4LoRavfg3pPQu8EXX8L8EwchedNS,360747,816.15,7,1.24
CSWfwhactcdyK2YcRmk3Hx1AZzNKDFnCecwiYsJDkuSm,361183,35584.44,7,1.19
5HScvYkTWL9iojhPv26xK7GqB7oBsj9A2qHCeNRFmdyG,358073,80796.12,0,0.0
DTWh2VQuUJmskHuZWy1KLNvzKqk7PeMkCoaNvZy415U7,360735,80564.31,7,2.73
8GN7k7hoSXtuZ9iGwNcQbEDHBiyf8AhFKCSAi2me1pTe,360326,53760.72,7,1.83
Fx9gdBmp4Rer7rxu139ofGKcx3iffKS91gg2kFUeBvjD,360114,51519.29,7,1.85
CbTt6Wyk2HiNjyGiwvAABPoRXrSBxLwFFiWd4rndXwqr,360624,7940.24,100,4.24
7y4wStv8XxUkuBgwNkidfxdy1V6TMYr4UjaTDwcS3MUr,361210,44325.49,7,1.45
8nQB9R48S3SXXDTvffTs4HNR2Bf2YdbXMHFcRGXCsVG6,360887,56753.23,7,1.91
EUiPhYZ8NoWX5ZzDh2cRR1fAS4su9jjV3YE7veyactzd,360862,60231.98,0,0.0
GMnqnaM2QsBLn6nCTxJ15DzZKuyc3UZAogCva5DC7w5M,360800,55971.24,7,1.91
11BPTRia5mJKh9JfS6fRwL7VKQNViqrbvZ8XrEQsB5n,361415,6.02,2,0.0
EPrq1DvsWqX9CHBKgMU7gxvNvPbqRLhbqz2QzHcPFzab,360391,40673.08,7,1.53
Luck3DN3HhkV6oc7rPQ1hYGgU3b5AhdKW9o1ob6AyU9,360966,268072.28,1,3.71
C2KtdF4FBNybpJrAW9p57SRxv1cqH7EAFeJPJ9J3biLi,359789,62722.36,7,2.12
5HedSkUKfYmusiV7rAppuHbz7fp8JmUoLLJjJqCQLS5j,347515,8045.61,100,4.0
Dca6LSCR24veJsdLbDDS8n73vvNfSdQaa4mXhVjTXUWD,360717,51925.22,7,1.81
2i2KSzEpyQPzWJ3aqNPyspQ9hWqw36FmbUEoov17cpeA,356111,4729.16,100,2.3
QodirbUG8AZQBWpHhPJPfjj1xg4AaQUZCVVtwT8YfPi,361122,38484.79,7,1.2
A9YmK82uhCXieM9Cw9gN7W1F2KCxa8U1ArA6qxnyYcXQ,361116,42734.42,7,1.4
8GERjfptn6PXXEPVmRbJQ3KwESf2wLbamFk71LGsQHcZ,361006,11457.96,7,0.21
DF65vydoevPj8q4LouGebBFnzETHfkioHfHgLHBFk71G,360791,35477.3,7,1.19
FLocyJ8N1BynUs9MPMVbGYEbH2GMxsdacsbXb4N3S5cq,360820,50697.78,7,1.74
QhyTEHb5JkMBki8Lq1npsaixefUyMXWJtbxK6jNjxnn,360633,215927.52,100,98.17
6FMaXpe2KWDeqzKVuKBAJRgG79zARSLsFkwYyKrij4vX,360704,52234.74,7,1.79
GSaWJ4FjXQ3RGctXaBdcW9oh939cwxXUeeV9A9d4shvf,359772,56102.26,7,1.9
FwPkzFcLFGH7GCAELuHVxNMuUV21C4wTdai5BA7Ptz6c,360386,48243.13,7,1.77
GE6atKoWiQ2pt3zL7N13pjNHjdLVys8LinG8qeJLcAiL,361284,3682615.49,2,33.62
EbTAFfpPzoHYAbj4HoSbiJ9nYtZjwPULi6y2TxummJcw,361005,57893.41,7,1.93
GyCgzHMj9CkfrLHJP9a7m5b2tzcRRgVYsuJ91jMb6vDv,360925,7630.87,100,4.16
F2aGhv2o1j6zzBPrfdiXuSSek17nPwXqHqwKMdW8Rfxc,360646,53139.05,7,1.82
56CMrsFGVrnXJ3PwNV935vFYhfCBdX9btYPnLPE1ATFH,361011,45909.23,7,1.55
D1BYFpbZuwUtgNT7CeuQFQjyhEQbm9Z6XP8R7cfeWed1,360974,53708.2,7,1.85
FdGcvmbpebUwYA3vSywnagsaC3Tq3pAVmcR6VoxVcdV9,360583,24139.69,7,0.77
Csp2hDVRX4cRitFEswJJcoH9ju4rcPUSsqU9pkh5JBQU,360903,55634.76,7,1.87
9HkDHk27SwpNdVuAjWvxx8d1Pg8HYUNCC721okcvj9Eg,360530,41091.32,0,0.0
Azc2uttGtHsRLorfQzd7tsMNtfaEg7LyvVEMVtckPCNN,360575,74935.42,0,0.0
FKU3YWq3AUuN2mJVR2pJgbsVQHdGeaK1Yj1iMBhJugd1,360141,14576.33,7,0.35
gangtRyGPTvYWb8K3xS2feJQaCks4iJ7rytFUPtVqSY,360878,248688.74,0,0.0
2EugUXCgvu1qAfKiUgDjcMpeMcr1pvWVeug9YHtGDoSq,360943,43269.89,7,1.36
LZWtKCcDYaisWkFiHw8WR2eNuYivAmCFVUJBSU5LN37,360896,7042.92,7,1.69
42XzJdJvr1qE7zdEnPQhV5PsN9eyAcR45SWpTrifW1JB,361022,51723.01,7,1.71
HBfknB1h47CyqQiAK7rC59qtdBNHwGg7HB1hZud3sdgY,360646,9322.17,100,4.26
HaPbwgcr1FKHnrwJJUZRWALzxRxtH6RnMAYzbaxvW4RX,108425,1.5,100,0.0
7PGx3h8ZYb8A2TXh8fvLDPg5dJ9dmxxfA1xoDQCd1m49,360866,49899.78,7,1.72
5cJyfCLBfghRtoCuVJNreJgNCStqXLrhHmRhSRYtbgtr,352788,50120.02,10,2.23
7teJuHhmHjCHDZiB2TEgdS5wFru4sRJB9JJR4wAQ8pM5,360268,57522.49,7,1.97
Ev3gPXRo6TJeQ2QhxfqWFoasdoGbmDytYvJbUabEHfLf,360958,674879.88,0,0.0
HeTyhZdUKswQoonJJTXqAnDN48ceyVAeFaKfYKayGPNS,361568,96437.45,7,3.23
WTpLibwKTmWo15cRBtJFiBU6NoN8qZEnMDMkuM7N1rH,360518,35272.52,7,1.11
8D8XL6ovqx15RKwC1XtFyTz6H8JYF2fUsxTnsY4b123P,361498,249746.32,0,0.0
975qRQ3ps4QFb6m1AtCf6QqwMZ5QjBaCMcZVnUvyjNWs,360547,2087.85,7,1.17
34oGkjDsb6mRwSbvw9xZDtR9URfVpRnYjvwZecUZUsHF,360724,49382.62,7,1.71
4GBNbRQ9Jpq5oqU65GTmLjaH9xCwt1h7Y4HKiMcNudjX,360677,57464.57,7,1.98
Fhks5gukimP6vxKYbRY4V1aw888EgHhpdDSscD9V6bub,359976,42305.0,7,1.38
9V3mbi8z9MHicFQN9n9CGEMfuX4yKaBjJNuzyTUxaWXi,360897,106681.51,0,0.0
EsQSoAgPq6wiG8aF3ogzkGWxpyfpuWe9P3GMv7JzCbpU,361832,6646.66,100,3.86
G5dZZ3J95jER4v7N5LBg73ybxfg9RxFBpVc3LAY57UPu,360357,35600.01,7,1.19
GSXjVH8Hgfg1kJQbi4KD8P1Zme8ir3E4S3dF7cWL4UKs,360812,63061.45,7,2.2
FCjVa6gBiKjvacMqWGGMqJ5kiQh1kFcyeAcNyKMyCxzK,360853,34017.17,7,1.07
4vggdLQRGJYvBkgbVh6kEWhyBzua1yYVpZKh4GeiLo6w,360851,55556.76,7,1.96
FCxkA5Mky4uP5YBvYp1k6xgFUi1p35QyzV37xD7Q5Nuw,360831,39818.4,7,1.3
DeSh5nWNUkVGcuHhA7nr9Mcwa4wV9Y9kDKkNDFqzawgC,359364,8982.32,100,4.66
EzBdLUt56e1AdNB3RhdfVMKWN8nHmwazGzTsqyj9PVs,360894,4417.11,100,2.16
HkqCfZFY5Hh8UDSGH6AJqtxpS6CFC2aqqFgqiDYtSPZw,360014,75037.64,0,0.0
Fu8PjDfwWjRBAx9nSynpMRUtn87SraJEexcnDHtcoD6g,361058,48761.27,4,0.94
3a2onvgTpGynakAQwx6gigtSeL7itZewNxqb5JiAvWeA,360913,58529.99,7,1.98
4jEHuQZTNTRYAhxRYEjV3HJ1b4wqdQjnBRdPzFWzkCft,360890,57165.71,0,0.0
ATRFbtnsDd9ka3eZooTPixm3AjicHxod1BAhNYBMsj8K,360928,51607.84,7,1.83
FWwnxVb7Q59MoMraDN2k8gqkdJJVd2qu9o5iiQsxpoUp,352895,51004.17,10,2.27
APWxsq1e9wiBZm3dvonedGsHmXp9GyqUpTcxmm4DdrZL,108459,1.5,100,0.0
EreifamaYZ1cAtegv5hJFgRSqDQg3i6uRamWXfYuJeC8,360800,34114.91,7,1.08
Egu7ue8R5C9aCMNAhy6fLS1mytChw1sjdWCWFn8WmyLK,357416,6210.75,100,3.17
6n8taYki7RscA1XW7xGmevLcqj855oSgDgjPe1dZyHfW,360389,246876.55,7,7.84
6xL2wVoBKjJkkvPYstjT6yrNHTaxMezmPhq3dqLA4q3i,360581,49061.61,7,1.87
DksQwx83WoiCWWCWqUQZckgfuz5oz3fTweZyFrtTZCfw,360011,58460.75,7,1.99
2PC2DCk8C7n4jhXA427a1qL9CFRu7PtrzKHixU6LXocN,361192,8097.56,7,0.29
3RhKQt1L4RtZMGMY111bjymGqKcd6ZbExux9NCm8t1hd,361062,52860.33,7,1.86
AeSLUUNmADEM2xzfmWbRhfwomvJW3f3Rd1AdicXf27Gb,357504,5387.54,100,2.91
2eZwQcDuomrzfuj3kc1p3EqoSKwaBUWqqADeagv7PcbB,359606,34290.77,7,1.08
5U2ConkgHqm1URrahezEs2KakfkY3hqaUJqJ7ooUy6iJ,360936,49666.65,7,1.74
