VotePubkey,VoteCredits,ActivatedStake,Commission,Reward
BPMkxiZyTkCfn5RbWxwbH5sTdJHwUAhzqWDtcfdpD33p,297339,13618.45,7,0.26
4jx1b7HCN9nCxygP3hruC85BxcYndhxby4hkNexuHvxT,360660,44379.81,7,1.43
5kJituZ6Jg99XUT2CQP4GRgCmhJqF1DVbZcYk6aAHdTx,356297,9905.12,100,0.32
9rY6YGuR5tQZvy4YjZGi7oujhjRSR3zqmCXX5LGoHmas,360737,38947.14,7,1.3
96EryGQVdnmAQNNzKnr6gfCVFzVwhC7w5kXrGRHLBrVj,357872,7630.77,100,3.76
8LFBopVbvVJ4RqDaheie99P5jK7jrSm99t2F77jBwdFc,360496,69449.05,5,1.58
Dcoj98wWiKhA4iqxcSg7NtuR2miA7tZqtycMdkPo8XDw,360750,66563.04,0,0.0
5nkSzU4oVSDdxZvorYwxz6BQab2VfmHbdA9AnpYVkAL7,361685,36649.1,0,1.16
23utbQdXgsucDPTVcaRQiTZMrKPhQ1nmg4iRNdHDNwTb,344397,14122.31,7,1.63
5vfEHBMSCTkR41GeKLyLb6ua6dd632eCpEXYC4YzG5df,360807,51385.48,7,1.77
B1UaJwhZ9rmB6rUwCikMCkYEPVgpGYgmmrKqfAHCZanw,360838,122992.91,7,4.15
BbopLCVZ2AvboE9TNEfRMSToYN7j4jW8DvDx42whCr49,360896,56477.82,7,1.91
HuZHiH3zaq9paSbYB1jzbnvm923Wzzk4zcS8GgFcDdqU,360802,7369.77,100,3.83
eYz2SxqtjoojYR3KVvLU3wBQks62fKcGX2821eChPw2,360674,3476.46,7,1.29
CV7uvPY1Hk5Avb2NvkGJoUzGnipZrEZK27j5rQJoUae9,360720,187636.34,0,0.0
5nscM8QPTf6ggikeRrAuWTa5mEBumXJuWZZBk3uN1auQ,360835,51119.83,7,1.86
ENu5Y5DzdAPzC8cX6ZR6ezgSWZzVrjhEDnv1upGFANis,360345,49227.05,7,1.83
4gGhS4PaKHsg5GWEpo4tHhMibdHMeRa5567NVubMEBiB,361011,33981.44,0,1.07
AY271jdvcyo5VzBiWsMGLEjpZFFrarq8FDydJHLmYgCG,360848,57141.03,0,0.0
FACqsS19VScz8oo2YhdMg35EsAy6xsCZ9Y58eJXGv8QJ,360913,51851.51,5,1.14
2zxo26eJJSryYa5fdMRoWWvPTx8aoeqZHe6L4767sCaN,360676,51077.89,10,2.32
A9bYZWk2Sb3PYfE1itJb6q4D5xPbtaY7rAvgzLAnwumr,361016,40406.73,7,1.28
FahWJg2PkphJaMUUCzdYhXkD5NngUuuFRFD3YCE3BSwb,360795,370994.8,0,0.0
AxroSy8ubkN2pk8zbbp4Xw7fTytKdhUr5gfM6gnP3wqj,359538,6894.83,100,3.81
H2Gdv2AZdAr1RPmXzPKFVE5oPqXnxH7V4ZRRNfuGbX1D,360548,7220.89,100,3.86
76nwV8zz8tLz97SBRXH6uwHvgHXtqJDLQfF66jZhQ857,360564,236389.65,7,7.52
9gANMngbGUmAaLXL1RC3JdiaLjRowJXNbzCTh53ht7mq,360877,50642.68,0,0.0
FwLsjPJdnSiuCvs1NXyR1cV6Sw5GRE6Lj2s1gZ9NNTmv,353919,109.36,7,0.0
AtBb8cCroMeGNhiF2H5eAzfqnHLn6jS5mZtWFhszwKnp,360382,53618.71,7,1.87
137Hw29uc3HsYkz1YtdG8AheS3a55UKiaAfBWSn28vxA,360116,55295.55,7,1.86
CqDkE6NwoHNyRdU3x4h52pKrf3iD4RyTszwhNYyRyXKm,360556,45275.45,7,1.76
GVEADYM5kjjYYs347YF1PufWv9sEBKBt9Vvqc2Dersri,356880,50395.8,0,1.72
CP6mfD4Qc5AYrboXBAQeHMYj5x1UnYksDXRjG7DMkHH7,361020,39407.74,7,1.24
BkQJo4j8V6Xhi8p39B76GhF3csWzUz9C6VMz5Dn4bmKb,360409,54033.07,7,1.88
5Uq8xt2rMRByjXRWJzHMZA3EKtsGnGaaYFWK8CJFM9tx,359116,38963.6,7,1.27
7tr5vUb3j36k4p9bs2tr1GwRFoSsEWd4LEut8e8HJZEv,360676,168154.38,0,0.0
8uCsxn1eLY4jC7FEJK9gnBhtMafVziDtVKtuisLJFD7t,332055,9516.47,100,4.48
9LSRBLpJMpejUeqmhVmwjHBVrptoCtbX6xWvx9qMmJcR,356579,53777.28,7,1.8
9KUA3BzMqFb5R8KLLdaMDHGkdKWUDwev7B3xY6a3VubD,361013,54511.16,7,1.9
FxQLh2b8JnBFwPw325tix5x6BEJ7ibmqz2LyKLZWiGAX,360540,51881.38,7,1.73
2ueVedJz8CZm85wet8vxPGX2bD3VrhB9oXk46ym9rcDA,360479,53070.96,7,1.84
GwjRJdT9nKmegq6a8nyvEPfoQZUSPp6N4KmWAUMo76aU,360993,196323.0,7,6.6
6cEvDrwXz3Lq6J5s6iFtg3hcuYoznPPV8g6JZ1mJ5aVf,360478,37730.13,7,1.23
137MRxQWHC47fFiT1F6vDsTBzEuZJb9SwTt2rm3nHLYM,360947,41825.23,7,1.35
MENFRm8PpkP2QwFV3iubwiqG6GyJ4LZQ7f9k8DUE9Xy,361077,50674.99,7,1.77
72LbWsZFEyB7xrB9ggeoPUrSw2vzPEnsPJJHZo1svkM7,360081,2502415.68,100,1135.93
JeDosjMNLfyjzj8Zpu27U6s2vbidbKZj4N3in2KRECB,357646,57224.83,0,0.0
LneJvrSDJGqfpbsKHPfyaxSPecBtqRHTJnwyBzG4vPC,360932,56569.01,7,1.94
voEskim7SFWrPx1tV2PVisqyrJejxmDEARX11mtZ5vo,360514,202240.81,0,0.0
rqd7oeKNwB5U8Wd3wgMkJboLJs9AnZokRNEUK35gnWw,360718,52960.78,7,1.85
4qpydVthCuWtZMyegKEXC8ZQr5gFqXpyvpgUXZ6zWc5H,360523,8789.51,100,4.68
mnde2ZW5LdekuDB9ywYsKeZvpNUqRXACnGks8d6TShC,360915,84288.22,0,0.0
GmNaz71ak98CZ73AnM3K288etTGs8uwfa9i5V22dDkf2,360538,7612.13,100,4.28
7uPvNKF16Cv3QJghZWp9aANGaF3GVbn6XB5RuFZcQwqv,360685,51294.72,7,1.81
8rr2MSUfLmejRVUbsLYRsQCcB8rHsBqjicdGoYhZdvgb,361270,9898.58,100,4.67
GaxxAn5335dA4U3772MCFeqdyqCVEfmsQTQ47YXfC2Xi,360853,37073.81,7,1.17
sBcuGeMJCRkdtMNgskLTX7MePb4CzCqZuyMKDrcPP8v,360455,48551.22,7,1.61
3WVpmSScht8t8uPZHWqwCwPECrz9TdEVdumaGqPhGM6H,360930,9534.08,100,5.63
Gfho5i3wo2HiLtG6xPftvyHM3GQr2KAV2coUU9mhndLE,361093,10358.6,100,5.36
4tuMshQNpAFpy1YtEHnSsE5EPN1mAT8FevWvn2UPJHNM,360948,83791.41,0,0.0
9UL36jMUb87NLqGhMDTZdEreZQ4gjQMcc5w5p1B4JaNS,360391,52098.28,7,1.82
GuY9VVJkH2tdg1z2tePC3uy5y3FbyqT1cHt8ETYWPWNh,360921,55211.3,7,1.9
C31ocJKVAi8wxCvyAMjXte2fY9zECV2fKrn786F4WZ4N,360776,51612.75,7,1.81
4GuFVsx5XMjo2cseXW13KKWkM6XMDU3Jjy1c7PcEQoyW,360310,34026.06,7,1.07
FWyBxaJa1GAkM8sUeC46Mxbj9TZHzyn7Eor5ojBPboLK,360760,34099.85,7,1.08
7vGdiJ1PQjiwAb3wbVAZSeA8ZR7GunoqT7B1mvdDMAYK,361073,8733.91,100,4.18
HcHHb1ZfmCxpyJmXWcvsGqPjYGCyUTfXs7nMKYesVicm,361050,5973.23,7,0.25
FxDYPzbpwsiuJoWiHyEfw2itgQvZAdX2PHufoLiqvbvm,361008,47921.25,7,1.65
3Xn3K5zeTzs4sURj1PCRaF6rvFg2hPgT49B4SiM998f7,360150,299226.2,0,0.0
8b9afBA43fSDH2GHMFWVgz64Bsi5k96MDkrjPx8esePg,360456,38809.26,7,1.23
9JiAAwGRDvb6JzAarUfSBTeoD1vmGd2ujxf71CpQZcbJ,361233,7101.73,7,1.77
BkSS8kGUNcQkTgEKMmBhHxGVLdzw43EAzDYpZqyyxFrT,360271,2813351.57,2,25.52
4o5Ti7wcsieUJ8eS4Ep1LERozxNmAWMDXWsta7FDzJzQ,360990,8143.27,100,3.86
BCRg6hEiLbrdgaTUbUbuz8deDcbyCgP37fCBMGqNhhq7,361144,60237.51,0,0.0
2EWi8L6xp62VgTqFo3LnhoSP5sL9CWqYxvK7UA63qK9x,360412,226703.99,7,9.87
5sMmkL4BXjU6vZXQxE3RquH2CR8v8Zbfi1EAAFxLfxMx,360179,825470.29,100,374.81
6k6Yo8kmwssvayHTzp8K4jtVwmyRyjvQx6T96DNJAdYH,360993,51281.34,7,1.83
ERXQNpsCnxHWhiTjFTKuRYRJs13hHqSKJdx5aDGe8Ww3,360971,53201.5,7,1.88
49DJjUX3cwFvaZD5rCAwubiz7qdRWDez9xmB381XdHru,360709,346839.14,3,4.86
DeVoo144N6iZuZSQPm8uKRrQRtUSFqDmoi5t6E4WQasT,360654,54436.24,7,1.88
2A6d8MHcd5dnA9dx3nUtt271BcfvGcAZk4uje7rn8YZA,360727,10572.91,100,5.34
AWDiZEPxJizd3f7NxiJijUqHt2NDViGN5CWzzeN5Uoeh,360503,54552.17,7,1.88
tssGAMwuwFBfJbPeyXTzMvGekdWcVi72Nqg1qzaabEM,361014,51574.9,7,1.83
5D1pBBTUbFyZksxL4oRfjSJeg7pKZheezYmtL8Ychhez,360301,54751.61,7,1.9
9DBZwngoxasx4uf2FxUaDpgWTTDo6RGthsEzTxVCWW8c,361069,7967.05,100,4.31
9w3YAf77BSGLQXahTpwAe9U9mNdCXkqmxH17uCyN1wyH,361294,308701.9,0,0.0
DnHUCbu4unnxGukqp5hJWZL6a1P5Msb491f6iybbRCF5,361044,123797.99,0,0.0
55L7AV93xRmx5F7rX1GCfsHxfYWNu4bKsG6f8tG6dFRo,361137,4134795.73,8,150.41
8HR5rCobbFMDe5EbgKdJLNDWVCeGG79w837BUxtsCngs,360687,441911.31,6,12.04
4ZyrfokvVoHjyUA8bewrURrgkL4ktNHj93qctJnCaJ1u,360371,8892.21,100,4.55
3FLezD8GJgnawEHhZcsjdPxZVar9FzqEdViusQ5ZdSwe,360475,50023.97,7,1.85
FM9TSfBK3Xcdj2KY91hUZveSbiTDCBbaYkDbL1ksdwvn,360839,54383.41,7,1.92
BJnMDPPLRGhDQQKJchwzWFvqvNKW1oPD7qpLwwwpsKH8,347714,31647.29,7,2.64
JokeruQoFrVevoPR5QBRPGncPQbtrpq3PJEcY22JefC,360596,51128.42,7,1.82
LvmTxRZAwJBtPuTSWU25UQBQu9N8TnsJJDemusfDDXB,360908,10392.71,7,1.89
5AmyDJ3uyTf4poghKocgUePjFR2y9PgKkZLFM1S1aL6U,360284,1004.24,0,0.0
Va1idkzkB6LEmVFmxWbWU8Ao9qehC62Tjmf68L3uYKj,360612,1132957.96,5,25.74
9iwMcFCzV6Pv3RJ5LopXDuSF8ksXgwrSih86y53dvVx4,108816,1.5,100,0.0
8zCJw6dETsPGCCkre459fDoM4YjK6BCVqqfSyyhRXtaT,361405,9125.47,100,4.32
FqERCVEHjm9P9hghJwWbyN4TqwCCAYteeX1v6gBtt88p,360861,49849.43,7,1.74
HSV5EHECVyJhDFV1uApzXbU7uK17Z1FXcvtJvHyi2jXC,360710,57233.01,7,1.92
Ej35PiU6wxfrQeJJwuqoT7s2gYSwCjcxQtEpHvpvWBu2,360387,12222.39,0,0.0
6EvhdTeTHef5bXW7hrKGz5ZWJLv2tnb4WsofoxpMw2LR,106671,1.5,100,0.0
GTeoHau1SpLhoiDGJdQpGd7AS3gyaFLgGVG2EHQRHoWp,360669,18944.1,7,0.44
J1iPFXVJrvx4DuGvgUJeBicnvxTkroisx2Lbeo2Q4aA2,360886,51787.48,7,1.76
GYMMgjX69RYVxN9wYNgE8YnjoZwVyencKFhWnd5hWGx6,360275,34289.55,7,1.08
7fCmwpjXHBsJsSCecxsuSHeGCuragbh2UXfzfKet223o,360545,57543.62,7,2.03
8AShJVwfs9MjHAA5MxRb3QUdt1KZQhwiHip8XdeiogbX,360744,54143.79,7,1.88
T2B5S9sTJCRi9mcpCbHi2rAdqfT3Y7tsm6ahnWhvH75,342319,12666.23,7,1.22
2nvpHkLkMeaa1G2QgHMLzvoStXwBzV5LR4nyiZqNYgFA,360252,4181.44,3,0.06
9RkA9F2YB6UtTFaFS8oP3sSMXKyKcoQUbvDEft9ttpfb,360399,51312.16,7,1.79
J4oLW1wjuALZhiDUQeZF4fo9ZMwTCmup6YyjxAxwsjbH,360952,52635.71,7,1.85
GHViLgbrJdZDPb6sphRbeuPNM9cmjsFuGWzrTF1sKF5n,358630,1940492.86,100,866.9
6T5kjAEURp7jsEfX6NdQVczDseUgMFHtK349Agouwotq,360866,55534.14,7,1.95
CQr9DJLMeYqmXcfG8Z8cgSFw7ntXvVUamBM3dMVzWiJz,360808,59676.9,7,2.0
4dmBLJcchyfucSxkVmrymmsnVpZm3rBkp7kbF7qHTTYW,361383,99744.73,7,3.34
Lf3iQuTNKqJoBdTCWJmX1YRKBc3TC4B3YZdfzidRN93,361133,53404.39,7,1.86
StepeLdhJ2znRjHcZdjwMWsC4nTRURNKQY8Nca82LJp,360921,565611.55,7,13.16
EujFnyMz71DXdN93GeSCDU7pFiy1vrFG7cAbtfAhFeSe,360440,47721.29,7,0.66
F5Q9F429Ff7PMvVvSqmR57q5A921MMDBHzX7WuQVLHkw,360637,8457.26,7,1.85
91ciyr81FJnZaoWcDT4PHwwdzgNp21cgH354JbCuxnwR,360793,63226.27,7,2.1
GwKVEwbWhzhP8FqthJDAk8vTz1eRK4heEFiJ5TmgfrnU,360549,52260.08,7,1.77
8Mjq1SbLknY5UftyjekY5fLhv4jeE6A1Ht4fkTFpL7ZF,360537,34018.37,7,1.07
EBGfQMkRqBZ6mj2AJ1UxwKD7MbiuMGJamzKZe2UZrG6B,353941,52785.37,7,1.84
8e8QYWHrPEEpAk7rDJ3BSKm9YGnfb8cwmGzo6EMb7tYb,361027,54504.57,7,1.84
4MU64AyHBkRBUAYgAm91sP5vFgzUUgFHuS82CVhE8Q2Q,361075,37153.39,7,1.24
CqSMzh8DWZeqYVa5M1V1rHU825T19NCjYipM3pkdHncm,360853,222805.07,0,0.0
5pfqseENmSjqymBEUc86MM1YCX2d4hzb9HnsugADb72B,358540,36402.66,7,1.14
6eWT6jb6A6iQkzYYL6JktAzshdG3agSwBaz8PWSpW9DL,360798,50583.9,7,1.75
oixpqSNX7CKWHw93ViA8u1CcLzZXDmacKJjV4AvxMZE,360735,2502395.55,100,1137.98
B9NiU9ZL3Jo2WkZA1X35sSpeyZXxLJpBi7B5Sah7zUQJ,360991,13310.56,0,0.0
AFcbrdKxdr2kS5za9U2WhRGLmGSaxC3J9ZzekM8hnXXq,360782,14552.35,7,0.29
HwcEWmU5G67QwQfUX4KG1euJXEu8joL86T2ZBxXRziby,360957,55445.84,7,1.86
8mHUDJjzPo2AwJp8SHKmG9rk9ftWTp7UysqYz36cMpJe,360984,2502383.45,100,1138.76
F13Fo2eRH5EecT1gL9TAisbLxwDYiLsK7sTjHAEmprTM,359698,35730.54,7,1.12
85khKnr2Qi5b9eTBP7p3C1WpgSdDTPAFiKsB6qUJ3Ge,108089,1.5,100,0.0
2Aiyq2zob5ikUvmeRFz1xxoAqqDQYdvNhTTXYLCN1jGL,360525,46982.44,0,0.0
CsnnNsr7aZrRdGCTYv7Mpvgx7TJe1GJxVfS4pmpEKdAf,360583,11227.25,7,0.23
3gjmtM9vxgeNDzWFmjW4cqmDKv7Ba5ndcuxeQWCtJ61p,107813,1.5,100,0.0
84gebYpPpEafPeGJUVA8QzfaTQC3GeyVufCTHpqsQqE2,361107,44103.55,7,1.43
EARNynHRWg6GfyJCmrrizcZxARB3HVzcaasvNa8kBS72,360815,1268444.03,5,28.21
BG2FGmUyQo9RuGk48ypy9sa8LDJRx6j61tt64eGuAztG,360877,48480.56,7,1.76
8NQEDxYxwUEPQk1yKFJEGHvYj22Je5xUQWLPkHfKkwrD,360854,55088.69,7,1.95
5yFNiQbTabGCMzvfyrhjiMAH1g6VEcs7uHe4W3KyYwR7,354556,36898.64,0,0.0
DX3Rpy2drSHvwS85EEy29wH3LQG2ZrefoYqhroeJSzY7,360204,71035.78,7,2.43
EREdwtKaz2Myg5E1v5akDLdAoV19qNqxrNXy95FGBzPP,361214,9616.95,100,4.73
4ZxDeRyvhXi7Bc23qPFkeZptzE8J54eimL8phVPN5AXa,360643,45102.25,7,1.45
3dXXxEaV4fZqw1PL7VezfDkiJV5W4WTtRjh2EHgKSthF,361055,36108.79,3,0.17
AbwvzMSq9zrRBwJ4HtBnhp85ZCTME4R4cgrAGppezmDK,361033,35823.03,0,0.0
DGgC3QYQsoPZiZgjWiMfsi59CrmSdQuvUF6orW4A34RB,357562,4470.55,100,2.02
8Dfm249TXe9Wd3wYEnpBdSme659gecoEMH8zx1YWN79v,360357,20692.74,7,0.29
3aHzcWLrkY2QrcDSR3bMbFWURRJWFojxh3o8wbEghXZ9,360896,48577.69,7,1.74
HSrVYheVzxb298uP83jFpS3ZHAEk8jJfJ25cbnnZ2gBp,330217,15731.98,7,1.72
3j1Xp8ZrfEYTUEYyTsDNv6kVCtDdwoKeHt86BJZTftav,360480,49120.48,7,1.69
6GjZkgrdkS19Ws5Zy5BEBgrHqgwXZynr2biHjTZb1hdM,360633,50884.95,7,1.72
H7JJ6aE73ufbUuDCZSQMxguQsj28XHe4VQyMk2hsVGoo,360641,41108.37,4,0.75
EsEtxoyhFTgfvudcy2VwwQJ1qA6BScLUW39PKpYczuxF,360998,195147.22,0,0.0
H1ScoL1TosVSRvJgARRnMs9extCdXZRWdKRqY4H7k3ik,361065,51263.99,0,0.0
31sA6o9EMGww3TfmAXwPxFSYM71HyYitURyBkLEn3meD,360675,35455.72,7,1.12
EwsDhgfbT6H4FRC7AHdhXNBxfBSbWCbDfknrw6g5Dph6,360443,489228.35,20,0.0
7YsusVeBfTtWx9MrU9DMjTEji69sibXhkVaFjZ4uC1E4,360357,42688.44,7,1.63
Cc7UtVq4G25VbC3w6Ccs2XL2xikjc926q1sHp8zfddoL,360773,188323.56,0,0.0
s3VmkGqtdEGV5gswgSLm5mpeVA6WF4oUEhVJWW17Tjz,360526,2025.53,100,1.22
26pV97Ce83ZQ6Kz9XT4td8tdoUFPTng8Fb8gPyc53dJx,360693,9137195.22,7,285.16
A3ahHFBFkPkuLMhxLGEnKVVZu2J6Qy8Z7z2zozyXGhw2,360896,1163880.4,100,538.62
9K67smfw8hDXmtnR7uvP62WrKUcB7oZ8cvpsB1hmrCzf,360978,57937.65,7,2.14
D7ZCDE1PHe8duMjNpxwHrYbrRzcnsS7p4nD2daLzWwtr,361046,9199.99,0,0.0
2DpnT6to3eJsXeg1Tk42XFCXLMKL7pGzMKFwQS5CNK6a,347414,23019.74,7,1.78
D4EYN1xz2VJbNcXGpV2F5cGCi6pH7WZZeSYgarkZ2caY,361141,44557.55,7,1.86
7uyNfJC7FrJXNRnhZKdVk8gctpnsmk2an6ocwVFXtdLz,361133,7106.73,100,4.01
8AKJkPw4d2XXXy1fjQPvty9ModNrNaqdJJb9ifi7iXAX,360940,47345.88,7,1.52
9cn49HT2MVjUQtrFQU6WJ29w5THLuHLCjawuEzQf5rVH,358476,38286.85,7,1.22
4nDMcu6F7zeBfrXcM23JnRQkvqS4oYeyKf9PduoFqGrh,360926,36371.14,7,1.14
Bewcdni677FmBYHE49XWmCZx7NJJKDRjnvwKJt8FKMqg,360808,38537.97,7,1.21
Boh7hCu8itWCsdA8ujkJ6uXFdTdsFHri66MihkJmdhdJ,360440,6970.93,100,3.89
HGpxNN8yTfms4PpGkc5k4iRs2rykCqJ75B4xQUMF5C2p,360775,7476.59,100,4.12
CwSZ17woioM2bqEbaswZJYvx5pemN6t3shBcU6zqPHyG,361031,216350.65,6,5.94
CP4UHXqiTf8zesbYZh4zyoS9jHGo4w4RpDAQ3y7AGEhi,360445,9467.98,100,4.62
HLM6hyDWrEca9QMS92nDBa2AreU1qDkppttPVuJ7E2CU,360920,45711.09,0,0.0
Ebm1XKkMzaFg2L5rzLPBnFHMtpDPa6SWJ7nVUzZUmXmR,359464,70194.08,3,0.96
EsELtZoep4TYcugKyMnB4ZWZYxn99V5Vb1TwexDzFey,360409,47738.45,6,1.4
3aDAXF4o2VCWUukz1yMG961Yx2KgFU9rX1wsti2y18fT,338812,4170.7,100,2.07
GdVBPczdFaPf1GXvx8ByHeA1ZHAHwwmdQEPihH74SXm9,360962,56808.59,0,0.0
Fw34MoMfRrAUPePPbfKAH9eQDizYodVXWV4fXSdjJwMa,360327,17859.9,5,0.41
4hZueUrKETMSg3k94JihgbyCdc8nma3GcvdeKBrtWamQ,360784,34186.25,7,1.08
Dxe8x3sa43gxMbTZAi49PofqxRueC4ixuGQYfAu1snBo,360120,41511.44,7,1.67
GJ3z7fJnAekf2LmGMe2gYdrxjqUrDQiqzcb7hgQLFc7X,360925,54765.73,5,1.39
DzCirYWNsCECVHgSaMVg1mqMzKwtGuN2Pqm2a4HqVpTE,361031,49942.32,7,1.77
ArgSLuXhyJzchuv8cN7oYzsVaqiAZwgdvG6nQgyg3Mhw,360929,50231.17,7,1.82
2ZiMfQaT59j86HVWCvspuMtBotnVBeTc3BKk3kKpwgKP,360851,65572.68,0,0.0
4nCK62aZ126pC1krepWXXxgBJGgPUGEWni2iCABZop81,361094,54266.68,7,2.25
BLU4mrxkURvru5YHt4TzQu2qNFDU8PPGU3frSUxn4Zj9,358795,8705.46,100,0.29
EHhxJpoAZXSSmUBhUXUMNd29verm4WdmaHQ2eZtU7fWR,360765,129377.94,7,4.35
3tUZu4CkwMLwYdosoGc85n48VgDMyxZVkL1VUJc7DrxW,360220,883662.04,100,401.28
uCAkd9fN7Gj72iDYKCVRBhNMC1qqzuryZBaZ1MHDpoJ,360473,34606.1,7,1.09
2QE9X9X4tdDUTYic1DgBBJjU7cWUNPbKYGerCb9KqDQN,360813,56037.94,0,0.0
75rVEUj95HaGt9ycdAKsiPNPQKTz7xmKwVqsTu3LWbju,360532,0.01,100,0.0
WiFKWdvXypmu9nk4RwuMDh28YbVAp66TigPHUxH5iYY,360789,2710.73,0,0.0
BLroAM5KkPoCdweCAbEKoTJ3LEaQefJkrVvzArNARSC4,360873,2493.91,100,1.44
4FsAxdHQ6HmFrDD7yCwsKNApuA67QYSCMoLAy3NfySxJ,360633,52841.35,7,1.65
CatzoSMUkTRidT5DwBxAC2pEtnwMBTpkCepHkFgZDiqb,360913,27035.0,0,0.0
4ZCnzKSLNUrJnLqPGYvD2DWgZuoFrs419tEk1J1VZyNw,360219,56082.02,7,1.92
AmDHRdGGHijAoPGr5p5spysfwms3otXjJ2M7TYuqmwGA,360633,34644.19,7,1.1
65XpGeR8ScLit1sEZTf5moSEJR27QJTPWJ8AdAuHM6Wz,358485,36355.34,7,1.14
Cue647T8jgwpRSDUb8ttTYx7NiEfJCRZNiiw1qmchXsG,360985,5891.01,7,0.0
6zQxjGdH1yfXSGCdBmxfRLx5hE4Zgh4zQE5mmb7Px2ax,360388,8347.5,100,4.6
FuvD3qqrVjuh355sBs1u8bUS3aU8NgknymLskPvtAc6N,360628,0.15,100,0.0
9Gko8QZBbV5SrEvHKtQHcMrGGSfgFP3KJUozEGifu25x,361109,177540.19,0,0.0
2b5e3w6R3XTBGpvUJj9845xcpJUtXnGsKJbjGfdWEPzg,360747,8512.14,10,0.5
J2nUHEAgZFRyuJbFjdqPrAa9gyWDuc7hErtDQHPhsYRp,360205,452530.39,9,18.15
5YMb9HYzBn9Mu2FxDKP9Pa6dUEcniFtwbewpGRu5EmfC,360730,7225.66,100,4.25
9mg9SH69itqkRdy1CudMforH3ju7uR3K8GH8esGx4Mfx,359472,97234.05,0,0.0
3VTepuwgRA9nyw2JESdnqrb5cqFZS3vD3R4TuuV2wGHA,358978,43344.26,7,1.38
8zmdra2gwz6tNSjDxTyYLhKUTFQJfRdhLs1pMPDd1yES,106814,1.5,100,0.0
7DCb5VuNx9XFqsaEgERyb5mwwRunDNtLRudCEoqhcz6N,360562,235386.63,0,0.0
AGXZemZbyZjz5NBhufcob2pf8AXnr9HaGFUGNCfooWrB,360814,9874.29,7,0.34
7SqriECKvF3JGnhVYBU6D2jsYePUcVeavSLLmJFrrzAM,360932,7225.89,100,3.6
H97b7WujYu1qRLdngfSWVxsXpasMoTaCfRbNx3qvu3ev,360852,6649.85,7,0.28
7VGU4ZwR1e1AFekqbqv2gvjeg47e1PwMPm4BfLt6rxNk,360425,447550.73,8,15.16
CrkP4wtzKsfbQc6qMzEdb9Sageio8r6tCUnWTd5gHbhL,360896,6915.7,100,3.31
3AUwBLVUfGG9j2VNreUxbrLf7NP7jjBymVmoebcz8L9D,360999,46214.61,7,1.62
GYRsheZ78JMfMNETuAZNrs6L1U3GsHP5crzzLPeETDYm,360771,107.07,7,1.08
HtRAGpko23W2t8wPUU8HuUQC1TrRUuK64K8RCqRD5ubX,361096,52790.86,7,1.91
SwMV2YNK7ahUx5LMDqLhMBFC1QfBAkxUxihr7roLjVT,360435,39674.26,7,1.26
3nSx5yrMimosm6fWh3KooRp6RxAr2A81o7UAgZUhuLQc,360532,54167.24,7,1.91
ELLB9W7ZCwRCV3FzWcCWoyKP6NjZJKArLyGtkqefnHcG,360618,7995.86,7,0.0
FVhMWs3bbayWpUqDAbWUPH813gzFzJEo8fzhLhhkGstp,360588,287710.93,0,0.0
AuBB9st3RqhHBkzZgBSm6SVnHZNJQSHeBWCSkik4bzdA,360974,310409.4,0,0.0
HoPjSCdxospzvcx35Kvxbdx8xCAvhnufiBWWm5sQKApD,360617,54141.55,7,1.94
5WF1VwByGfW31Nmk1xcfz9k5YyZLskX4659JXyAA3rpb,360183,43201.95,7,1.38
BdDF74LLy8a2o95pXLzMx2ribFE4SDWCfDMkq9MRx4yb,360397,55393.59,7,1.9
DvZTUfs7hmaZ5DEx7nFSS6uhM4vZsgSswLkdSDybKk2J,359097,5700.25,100,3.72
A9igcq5tcmPjg8gy3soDnrmCMwXT3pmeFx3oojFjTfwc,360646,47322.27,7,1.73
EV4FXbtXSMKuBKG4hUeWNhaTQTEknYMXKxNry864mVdp,360587,34020.68,7,1.07
irVai3HewJyN1WJmBNVcTGEDZBMAMUmpvMcXuU94Mbc,360834,11175.64,100,5.3
8dk8UAi3d6K49fCPiwXyPynhYjQX6wxVA8mdSNzTGVts,360934,7625.72,7,0.29
mtMPgo97xCs8PbDNwc7ij7jDWkzS8pzo9A6W116hnbX,360764,8184.92,100,5.16
FqhGYvSrTwEnJv4VHJZx1oEtd5fewYcdi2CPsbKnSYhy,360920,52703.05,7,1.88
9vNLTLdwAdHw8EdiZrLzDtUpm3hp7E2MGaNi6SmdfBGz,359204,68189.08,0,0.0
BrPtQfUipB1yV2kMXPeQsEKERy4uZAX21t2ZMb2Ee48M,360947,5264.53,7,0.0
2LdPsE15gum8SDCExPHuhYz2Gx66gxaETQcUruDoavSv,360787,59661.42,7,2.12
BK5Km4MyuncoBWKCM9y3zntA1JjhdqNcHd3mxitms4Xo,360877,44210.94,0,0.0
9Lqdoxm4LxAYCXWaCTxwFQF78KnMRbcjadNm188k4KpK,360679,10670.49,100,5.68
B4pK5gpC6Xe3fwH9kXDLkHrE5eYaLB9VJdoTZjNd61aD,361076,39270.81,0,0.0
FSDKGroWxgBf7VmV6X1NLDhnncrWW2ekztwRWiJrPf3k,361479,52705.88,7,1.87
J8fzX397jenCt4Hsr5roS37hrcTPgjPsqsrFS4JW3yX3,360922,10004.31,100,5.02
DKeL7T5t7XXKSbWpM3i9mkV9hRhqrEDbVVyL63AJ7TqE,346898,74043.9,0,0.0
